severity,table,rule_id,rule_name,group_no,dept_no,record_key,field,value,detail
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C008|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C020|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C027|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C032|C112,score,51,score 低于 60，可作为学习效果分析的风险样本
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C034|C112,score,55,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C035|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C043|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C044|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C051|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C056|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C062|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C064|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C070|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C081|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C083|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C085|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C086|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C088|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C089|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C094|C112,score,46,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C101|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C110|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C111|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C115|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C116|C112,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C010|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C011|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C021|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C034|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C049|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C069|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C073|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C076|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C080|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C082|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C084|C113,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C006|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C013|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C031|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C032|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C036|C114,score,57,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C039|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C043|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C051|C114,score,58,score 低于 60，可作为学习效果分析的风险样本
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C054|C114,score,51,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C058|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C067|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C072|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C087|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C089|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C105|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C108|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C111|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C113|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C118|C114,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C003|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C007|C115,score,45,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C010|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C012|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C014|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C015|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C024|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C037|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C048|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C049|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C051|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C056|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C063|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C065|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C075|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C083|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C092|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C093|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C102|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C104|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C108|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C113|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C115|C115,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C002|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C012|C116,score,54,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C028|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C045|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C046|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C062|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C080|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C088|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C090|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C099|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C112|C116,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C013|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C020|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C023|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C025|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C029|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C033|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C036|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C047|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C048|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C059|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C060|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C064|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C071|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C072|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C073|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C079|C117,score,56,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C083|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C093|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C095|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C096|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C114|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C120|C117,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C004|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C008|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C017|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C019|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C027|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C032|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C037|C118,score,49,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C040|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C066|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C070|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C085|C118,score,46,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C094|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C100|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C103|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C106|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C115|C118,score,58,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C116|C118,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C024|C119,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C030|C119,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C044|C119,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C061|C119,score,50,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C063|C119,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C081|C119,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C082|C119,score,54,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C098|C119,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C101|C119,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C001|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C004|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C013|C120,score,53,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C031|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C037|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C060|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C061|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C086|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C097|C120,score,45,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C100|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C101|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C119|C120,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C001|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C002|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C005|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C015|C121,score,54,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C026|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C029|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C030|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C047|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C054|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C055|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C065|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C067|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C075|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C079|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C085|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C109|C121,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C012|C122,score,45,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C018|C122,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C021|C122,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C022|C122,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
INFO,sc,LOW_SCORE,低分/不及格记录,2,C,2|C|C026|C122,score,45,score 低于 60，可作为学习效果分析的风险样本
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C035|C122,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
ERROR,sc,SCORE_MISSING,成绩缺失或占位,2,C,2|C|C038|C122,score,NUL,score 为空、NUL、NULL 或其他缺失占位，无法参与均分/及格率计算
