course_id,score_mean,score_std,score_median,pass_rate,excellent_rate,student_count,credit,class_hours,practice_hours,total_hours,practice_ratio,share_flag,is_online,teacher_rank
A181,76.3077,14.9910,73.0000,0.8462,0.3077,13,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A182,79.9167,11.9731,81.5000,1.0000,0.2500,12,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A183,79.5000,15.9391,79.5000,0.9000,0.3000,10,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
A184,75.2308,15.7753,78.0000,0.7692,0.1538,13,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A185,76.5455,14.2714,82.0000,0.8182,0.0909,11,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A186,76.4167,13.9444,73.0000,0.9167,0.3333,12,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A187,80.5000,12.2270,83.0000,0.9286,0.1429,14,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,3
A188,81.0000,10.4642,83.0000,1.0000,0.2000,5,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
A189,78.8667,10.6962,81.0000,0.9333,0.1333,15,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A190,78.8571,14.8731,79.5000,0.9286,0.2857,14,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A191,84.8333,12.6047,86.0000,1.0000,0.5000,12,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A192,78.5000,11.6738,80.5000,0.9000,0.2000,10,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A193,81.1000,11.7137,83.0000,0.9000,0.2000,10,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A194,74.7273,9.6342,76.0000,1.0000,0.0909,11,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
A195,79.4545,13.7140,81.0000,1.0000,0.3636,11,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A196,75.4667,12.7216,75.0000,0.9333,0.1333,15,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A197,81.5000,13.0165,80.0000,1.0000,0.2500,8,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
A198,72.6923,14.9966,78.0000,0.7692,0.0769,13,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A199,80.0000,14.6287,79.0000,0.9231,0.3077,13,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
A200,79.2000,5.7184,79.0000,1.0000,0.0000,5,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A201,80.4444,15.0508,85.0000,0.8889,0.3333,9,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A202,76.5333,15.4729,78.0000,0.8000,0.2000,15,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
A203,75.1818,14.3375,78.0000,0.9091,0.1818,11,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A204,81.7273,9.4772,84.0000,1.0000,0.1818,11,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
AC001,76.7931,9.9978,77.0000,1.0000,0.1379,29,4.0000,60.0000,,,0.0000,1.0000,0,1
AC002,79.9259,10.9612,78.0000,1.0000,0.2222,27,4.0000,57.0000,,,0.0000,1.0000,0,1
AC003,80.8214,12.4575,81.0000,1.0000,0.3214,28,2.0000,42.0000,,,0.0000,1.0000,0,1
AC004,78.1750,11.3700,78.0000,1.0000,0.2250,40,3.0000,46.0000,,,0.0000,1.0000,0,1
AC005,78.4167,10.3584,78.0000,1.0000,0.2083,24,4.0000,60.0000,,,0.0000,1.0000,0,1
AC006,79.5686,13.0419,77.0000,1.0000,0.3333,51,4.0000,43.0000,22.0000,60.0000,0.0000,1.0000,0,1
AC007,78.6944,12.8103,76.0000,1.0000,0.2778,36,2.0000,44.0000,23.0000,62.0000,0.0000,0.0000,0,1
AC008,75.9762,12.1444,71.5000,1.0000,0.1667,42,3.0000,61.0000,24.0000,64.0000,0.0000,0.0000,0,1
AC009,80.5789,11.5960,78.0000,1.0000,0.2632,38,2.0000,46.0000,25.0000,66.0000,0.0000,0.0000,0,1
AC010,79.6977,12.0110,79.0000,1.0000,0.2093,43,3.0000,40.0000,26.0000,68.0000,0.0000,0.0000,0,1
AI01,82.2000,8.8365,83.0000,1.0000,0.2000,25,,,,,0.0000,,0,1
AI02,84.2000,8.8365,85.0000,1.0000,0.2800,25,,,,,0.0000,,0,1
AI03,83.6400,8.9623,85.0000,1.0000,0.2800,25,,,,,0.0000,,0,1
AI04,83.0800,8.9206,82.0000,1.0000,0.3200,25,,,,,0.0000,,0,1
A_C001,84.3750,10.9406,86.5000,1.0000,0.3750,8,3.0000,48.0000,,,0.0000,1.0000,0,3
A_C002,79.2857,8.4007,78.0000,1.0000,0.1429,7,4.0000,64.0000,,,0.0000,1.0000,0,3
A_C003,85.2500,14.0586,88.5000,1.0000,0.5000,8,3.0000,48.0000,,,0.0000,1.0000,0,3
A_C004,75.7333,11.3040,77.0000,1.0000,0.1333,15,3.0000,48.0000,,,0.0000,1.0000,0,3
A_C005,79.6364,12.7222,76.0000,1.0000,0.3636,11,2.0000,32.0000,,,0.0000,1.0000,0,3
A_C006,80.1250,11.1411,77.0000,1.0000,0.2500,8,3.0000,48.0000,,,0.0000,1.0000,0,3
A_C007,77.1818,11.8644,78.0000,1.0000,0.1818,11,3.0000,48.0000,,,0.0000,1.0000,0,3
A_C008,77.7500,9.7943,79.5000,1.0000,0.1250,8,4.0000,64.0000,,,0.0000,1.0000,0,3
A_C009,78.2308,10.7094,77.0000,1.0000,0.1538,13,3.0000,48.0000,,,0.0000,1.0000,0,3
A_C010,74.9167,12.4496,72.0000,1.0000,0.1667,12,2.0000,32.0000,,,0.0000,1.0000,0,3
B-C001,72.9400,10.1084,74.0000,0.8800,0.0400,50,4.0000,64.0000,0.0000,64.0000,0.0000,1.0000,0,3
B-C002,75.5800,11.7197,76.5000,0.9200,0.0800,50,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
B-C003,75.6000,10.4060,75.0000,0.9200,0.0600,50,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
B-C004,78.4400,11.4413,79.5000,0.9400,0.1800,50,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
B-C005,73.8400,13.1512,74.5000,0.9000,0.1600,50,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
B-K01,59.4800,29.0977,67.0000,0.5600,0.1200,25,3.0000,54.0000,0.0000,54.0000,0.0000,1.0000,0,1
B-K02,39.0800,29.1275,39.0000,0.2400,0.0400,25,4.0000,72.0000,0.0000,72.0000,0.0000,1.0000,0,1
B-K03,58.6000,30.0167,63.0000,0.5600,0.2400,25,2.0000,36.0000,0.0000,36.0000,0.0000,1.0000,0,1
B-K04,38.8400,29.6236,35.0000,0.3200,0.0400,25,3.0000,54.0000,0.0000,54.0000,0.0000,1.0000,0,1
B-K05,48.9600,26.2321,47.0000,0.3600,0.1200,25,4.0000,72.0000,0.0000,72.0000,0.0000,1.0000,0,1
B-K06,55.7200,24.5875,52.0000,0.4000,0.0800,25,2.0000,36.0000,0.0000,36.0000,0.0000,1.0000,0,1
B-K07,47.9200,33.0012,48.0000,0.4400,0.1200,25,3.0000,54.0000,0.0000,54.0000,0.0000,1.0000,0,1
B-K08,43.7200,29.3350,36.0000,0.3200,0.1200,25,4.0000,72.0000,0.0000,72.0000,0.0000,1.0000,0,1
B-K09,61.6400,21.0968,66.0000,0.6000,0.0400,25,2.0000,36.0000,0.0000,36.0000,0.0000,1.0000,0,1
B-K10,42.6800,25.9899,45.0000,0.2400,0.0000,25,3.0000,54.0000,0.0000,54.0000,0.0000,1.0000,0,1
B0001,81.0800,11.6402,85.0000,1.0000,0.3200,25,3.0000,48.0000,,,0.0000,0.0000,0,1
B0002,82.0800,12.6357,80.0000,1.0000,0.4000,25,4.0000,64.0000,,,0.0000,0.0000,0,1
B0003,78.1600,12.2735,78.0000,1.0000,0.2000,25,3.0000,48.0000,,,0.0000,0.0000,0,1
B0004,79.1600,11.2460,81.0000,1.0000,0.1600,25,2.0000,32.0000,,,0.0000,0.0000,0,1
B0005,81.8000,11.1505,85.0000,1.0000,0.3200,25,3.0000,48.0000,,,0.0000,0.0000,0,1
B0006,83.5200,12.3596,88.0000,1.0000,0.4400,25,2.0000,32.0000,,,0.0000,0.0000,0,1
B0007,80.3200,13.6220,80.0000,1.0000,0.3200,25,4.0000,64.0000,,,0.0000,0.0000,0,1
B0008,77.1200,12.7943,78.0000,1.0000,0.2000,25,2.0000,32.0000,,,0.0000,0.0000,0,1
B0009,77.2000,11.1505,74.0000,1.0000,0.2000,25,3.0000,48.0000,,,0.0000,0.0000,0,1
B001,81.1562,9.8737,80.0000,1.0000,0.2812,32,2.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B0010,80.5600,11.2845,78.0000,1.0000,0.2800,25,2.0000,32.0000,,,0.0000,0.0000,0,1
B002,81.3182,11.5939,82.5000,1.0000,0.3182,22,2.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B003,78.6957,12.8113,76.0000,1.0000,0.3043,23,2.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,2
B004,81.0667,10.6962,82.0000,1.0000,0.3000,30,4.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B005,80.4444,10.1312,81.0000,1.0000,0.2593,27,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,1,2
B006,80.7500,11.7154,78.0000,1.0000,0.3500,20,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,2
B007,77.8788,10.5498,78.0000,1.0000,0.1212,33,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,2
B008,79.0000,11.1151,85.0000,1.0000,0.1304,23,4.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B009,78.4000,9.5112,79.0000,1.0000,0.1500,20,2.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
B010,82.4000,13.6088,85.0000,1.0000,0.4000,20,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
B101,81.7333,12.1624,78.0000,1.0000,0.2667,15,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B102,77.9167,14.4971,76.0000,0.8750,0.2917,24,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B103,76.5263,9.8959,79.0000,0.9474,0.0526,19,4.0000,56.0000,24.0000,80.0000,0.3000,0.0000,0,3
B104,77.2222,13.9138,75.5000,0.8889,0.2778,18,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B105,81.8667,10.9666,82.0000,1.0000,0.2000,15,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B106,77.1111,12.1311,78.5000,0.8889,0.2222,18,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
B107,76.4444,13.9967,80.0000,0.8889,0.1111,18,4.0000,56.0000,24.0000,80.0000,0.3000,1.0000,0,3
B108,75.5263,15.4430,76.0000,0.8421,0.2632,19,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
B109,76.0000,14.9711,78.0000,0.8750,0.1875,16,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
B110,77.6429,10.8174,81.5000,0.9286,0.0714,14,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B111,73.0000,12.0000,72.0000,0.9412,0.0588,17,4.0000,56.0000,24.0000,80.0000,0.3000,1.0000,0,3
B112,77.2105,12.1087,77.0000,0.9474,0.1579,19,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
B113,83.0714,11.6187,82.0000,1.0000,0.4286,14,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
B114,78.7222,13.0375,81.0000,0.8889,0.1667,18,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
B115,75.0000,14.5160,78.0000,0.8667,0.0667,15,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B116,68.9375,13.5325,66.0000,0.7500,0.1250,16,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B117,73.2857,11.6119,76.5000,0.8571,0.0714,14,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B118,84.1538,7.3012,86.0000,1.0000,0.2308,13,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B119,78.0000,11.4654,80.0000,0.9167,0.1667,12,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
B120,76.0000,15.9508,80.0000,0.8000,0.2000,15,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,3
B121,70.2667,19.9838,69.0000,0.6000,0.2000,15,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B122,78.7333,13.3013,79.0000,0.9333,0.3333,15,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B123,78.2000,15.7806,84.0000,0.9333,0.3333,15,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
B124,73.8462,13.8434,70.0000,0.9231,0.1538,13,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B125,79.5000,7.9008,81.0000,1.0000,0.0000,14,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B126,70.7333,14.2952,69.0000,0.8000,0.1333,15,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B127,75.6111,15.4963,78.5000,0.8333,0.1667,18,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
B128,75.8889,16.1351,76.0000,0.8333,0.2222,18,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B129,78.5000,14.3341,75.5000,0.9375,0.3125,16,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B130,73.2000,16.7981,68.5000,0.7000,0.2000,10,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B131,77.6667,9.0037,79.0000,1.0000,0.0000,6,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B132,75.6667,10.4243,72.0000,1.0000,0.0000,6,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B133,76.7500,18.8392,79.5000,0.7500,0.5000,4,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B134,76.1667,10.8336,76.0000,1.0000,0.0000,6,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
B135,88.5000,12.0208,88.5000,1.0000,0.5000,2,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
B136,74.8333,10.2258,74.5000,1.0000,0.0000,6,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
B137,80.8333,8.8412,79.5000,1.0000,0.3333,6,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B138,68.4000,16.4560,63.0000,0.8000,0.0000,5,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B139,74.4286,10.9370,73.0000,1.0000,0.1429,7,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B14-C001,80.9600,12.6671,82.0000,1.0000,0.3200,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,2
B14-C002,79.0800,11.9545,78.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,2
B14-C003,80.5600,12.0971,79.0000,1.0000,0.2800,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,2
B14-C004,82.0400,12.4214,81.0000,1.0000,0.3200,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,2
B14-C005,76.8400,12.0197,74.0000,1.0000,0.2000,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,2
B14-C006,79.5200,10.8479,78.0000,1.0000,0.2400,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,2
B14-C007,82.2000,11.0454,85.0000,1.0000,0.3200,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,2
B14-C008,81.1200,13.3020,83.0000,1.0000,0.3600,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,2
B14-C009,79.4800,12.3022,78.0000,1.0000,0.2400,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,2
B14-C010,77.8000,11.0567,77.0000,1.0000,0.1600,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,2
B140,72.6250,18.6006,70.0000,0.7500,0.2500,8,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B141,74.8000,17.5423,79.5000,0.8000,0.2000,10,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
B142,69.1667,18.6056,68.5000,0.6667,0.1667,6,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B143,73.2857,11.7999,75.0000,0.8571,0.0000,7,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B144,75.7500,16.4382,76.5000,0.8750,0.2500,8,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B145,72.0000,19.6214,73.0000,0.8000,0.2000,5,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
B146,76.4286,13.9864,76.0000,1.0000,0.2857,7,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B147,85.0000,15.1327,90.0000,1.0000,0.6667,3,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
B148,69.0000,13.4483,73.0000,0.7500,0.0000,8,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
B149,79.3333,8.6641,78.5000,1.0000,0.1667,6,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
B150,78.4545,11.3081,80.0000,0.9091,0.1818,11,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
B151,74.4444,13.4081,75.0000,0.8889,0.1111,9,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B152,79.7500,12.6326,76.0000,1.0000,0.2500,4,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
B153,85.8750,12.6991,83.0000,1.0000,0.3750,8,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B154,76.1667,13.6304,77.0000,0.9167,0.1667,12,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B155,84.2500,11.9254,87.0000,1.0000,0.3750,8,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
B156,73.5000,7.8677,71.5000,1.0000,0.0000,6,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B157,81.1429,9.2273,82.0000,1.0000,0.4286,7,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
B158,76.5000,9.2682,75.0000,1.0000,0.1667,6,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B159,80.8571,13.5945,80.0000,0.8571,0.2857,7,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
B160,68.0000,13.4907,69.0000,0.8000,0.0000,5,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B161,77.5556,12.4711,76.0000,1.0000,0.2222,9,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B162,78.7778,16.2826,82.0000,0.8889,0.3333,18,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B163,74.5455,16.8900,77.0000,0.8182,0.2727,11,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B164,86.5714,11.9789,88.0000,1.0000,0.5000,14,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
B165,78.7000,15.7484,84.0000,0.8000,0.3000,10,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B166,80.2500,9.8089,83.5000,1.0000,0.0000,8,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B167,78.4000,9.0995,81.0000,1.0000,0.2000,5,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B168,80.5714,12.8563,82.0000,1.0000,0.2857,7,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B169,73.1000,13.0933,76.0000,0.8000,0.1000,10,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B170,77.1000,11.9732,77.0000,0.9000,0.2000,20,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B171,71.6667,16.9902,69.5000,0.8333,0.1667,6,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B172,73.1111,20.9430,76.0000,0.5556,0.3333,9,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B173,83.9091,7.5426,83.0000,1.0000,0.1818,11,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B174,76.5333,12.9055,80.0000,0.9333,0.1333,15,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B175,80.4000,10.5325,82.5000,1.0000,0.2000,10,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B176,78.3333,9.3524,76.5000,1.0000,0.1667,6,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B177,69.5556,14.6211,69.0000,0.8889,0.1111,9,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B178,77.3000,13.5241,78.0000,1.0000,0.2000,10,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
B179,85.8000,13.0452,89.5000,1.0000,0.5000,10,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
B180,77.1667,12.3202,81.0000,0.9167,0.0833,12,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
B1800001,81.0000,7.2169,81.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,1
B1800002,82.0000,7.2169,82.0000,1.0000,0.2000,25,4.0000,64.0000,0.0000,64.0000,0.0000,1.0000,0,1
B1800003,83.0000,7.2169,83.0000,1.0000,0.2000,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,1
B1800004,84.0000,7.2169,84.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,1
B1800005,80.0000,7.2169,80.0000,1.0000,0.2000,25,4.0000,64.0000,0.0000,64.0000,0.0000,1.0000,0,1
B1800006,81.0000,7.2169,81.0000,1.0000,0.2000,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,1
B1800007,82.0000,7.2169,82.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,0.0000,0,1
B1800008,83.0000,7.2169,83.0000,1.0000,0.2000,25,4.0000,64.0000,0.0000,64.0000,0.0000,0.0000,0,1
B1800009,84.0000,7.2169,84.0000,1.0000,0.2000,25,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,1
B1800010,80.0000,7.2169,80.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,0.0000,0,1
B181,75.4000,12.5804,77.5000,0.9000,0.1000,10,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
B182,69.2000,10.4259,69.0000,1.0000,0.0000,5,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B183,81.6667,12.4686,80.5000,1.0000,0.3333,6,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B184,75.0000,12.1538,72.5000,1.0000,0.1250,8,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B185,61.7143,13.6347,61.0000,0.5714,0.0000,7,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B186,81.4286,11.0281,83.0000,1.0000,0.2857,7,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B187,83.6667,9.5009,84.0000,1.0000,0.1667,6,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
B188,83.5000,14.9778,86.5000,1.0000,0.5000,4,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
B189,82.5000,7.6485,80.0000,1.0000,0.1000,10,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
B190,79.7500,15.3227,83.0000,0.8750,0.2500,8,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
B191,71.7500,7.7621,73.5000,1.0000,0.0000,4,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B192,78.7778,14.5239,84.0000,0.8889,0.1111,9,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
B193,69.0000,2.8284,69.0000,1.0000,0.0000,2,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B194,84.3333,11.8771,87.5000,1.0000,0.5000,6,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B195,78.4545,15.6484,86.0000,0.9091,0.1818,11,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
B196,73.6667,13.9092,80.5000,0.6667,0.0000,6,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
B197,76.5000,16.4230,80.0000,0.7500,0.1250,8,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B198,75.8571,14.7358,77.0000,0.8571,0.2857,7,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
B199,78.1250,9.8334,83.0000,1.0000,0.0000,8,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
B200,87.4000,11.2161,89.0000,1.0000,0.4000,5,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B201,79.8571,4.9473,82.0000,1.0000,0.0000,7,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
B202,84.5000,12.8491,87.0000,1.0000,0.3333,6,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
B203,77.4000,14.1880,73.0000,1.0000,0.2000,5,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
B204,73.0000,4.5826,74.0000,1.0000,0.0000,3,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
BC001,80.7000,11.5763,81.0000,1.0000,0.3000,70,2.0000,53.0000,,,0.0000,1.0000,0,1
BC002,80.2500,12.0104,79.0000,1.0000,0.2778,36,3.0000,46.0000,,,0.0000,1.0000,0,1
BC003,78.8649,12.9210,76.0000,1.0000,0.2432,37,3.0000,48.0000,,,0.0000,1.0000,0,1
BC004,79.8649,11.6480,82.0000,1.0000,0.2432,37,4.0000,34.0000,,,0.0000,1.0000,0,1
BC005,80.4419,11.8629,83.0000,1.0000,0.2791,43,2.0000,53.0000,,,0.0000,1.0000,0,1
BC006,80.2540,10.3814,84.0000,1.0000,0.1905,63,3.0000,35.0000,22.0000,60.0000,0.0000,1.0000,0,1
BC007,78.9038,9.9178,79.5000,1.0000,0.1154,52,2.0000,52.0000,23.0000,62.0000,0.0000,0.0000,0,1
BC008,78.0698,10.2525,77.0000,1.0000,0.1163,43,4.0000,49.0000,24.0000,64.0000,0.0000,0.0000,0,1
BC009,76.4400,8.7135,78.0000,1.0000,0.0400,50,2.0000,63.0000,25.0000,66.0000,0.0000,0.0000,0,1
BC010,78.2857,10.2868,79.0000,1.0000,0.1667,42,3.0000,46.0000,26.0000,68.0000,0.0000,0.0000,0,1
BP001,83.6400,8.9994,83.0000,1.0000,0.3600,25,,,,,0.0000,,0,1
BP002,85.4800,9.1384,85.0000,1.0000,0.4000,25,,,,,0.0000,,0,1
BP003,84.7600,9.6880,85.0000,1.0000,0.3200,25,,,,,0.0000,,0,1
BP004,84.0400,9.9561,82.0000,1.0000,0.3200,25,,,,,0.0000,,0,1
